 Retained Bytes │ Retained % │ Dominator Tree
────────────────┼────────────┼──────────────────────
        7578212 ┊      9.62% ┊ poseidon_rust::poseidon_hash::h2f1bcb5a08e58353
            617 ┊      0.00% ┊       ⤷ wasm_bindgen::convert::impls::<impl wasm_bindgen::convert::traits::ReturnWasmAbi for core::result::Result<T,E>>::return_abi::hcdebe85fc5cbda15
          24832 ┊      0.03% ┊ export "wasm_start"
          24818 ┊      0.03% ┊   ⤷ wasm_start
          24737 ┊      0.03% ┊       ⤷ wasm_bindgen::__rt::maybe_catch_unwind::h2e6a1f2e2fc6c93f
          24095 ┊      0.03% ┊ <ark_ff::fields::models::fp::Fp<P,_> as ark_ff::fields::Field>::inverse::he41bb16047c4ec8a
          24025 ┊      0.03% ┊   ⤷ <ark_ff::fields::models::fp::montgomery_backend::MontBackend<T,_> as ark_ff::fields::models::fp::FpConfig<_>>::inverse::h40d8f8447adc8622
          23955 ┊      0.03% ┊       ⤷ ark_ff::fields::models::fp::montgomery_backend::MontConfig::inverse::h97636fecdc3b2e25
          22836 ┊      0.03% ┊ serde_json::error::make_error::h4e266be3eaad2d7a
          17351 ┊      0.02% ┊   ⤷ serde_json::error::parse_line_col::h0800bb61a2ef8a84
           9517 ┊      0.01% ┊       ⤷ core::str::<impl str>::rfind::h2f94dadc4725c501
           3028 ┊      0.00% ┊       ⤷ core::num::<impl core::str::traits::FromStr for usize>::from_str::h7bd4c538817c8eae
           1179 ┊      0.00% ┊       ⤷ <alloc::string::String as core::ops::index::Index<I>>::index::h7e5fb7a0ebc03910
            895 ┊      0.00% ┊       ⤷ <alloc::string::String as core::ops::index::Index<I>>::index::hac9896c171c12294
            642 ┊      0.00% ┊       ⤷ alloc::string::String::truncate::h425526d6c79ea139
            441 ┊      0.00% ┊       ⤷ serde_json::error::starts_with_digit::h925e26c7502d56a6
            220 ┊      0.00% ┊       ⤷ core::str::<impl str>::starts_with::hd596324b02ecd78e
            148 ┊      0.00% ┊       ⤷ core::str::traits::<impl core::slice::index::SliceIndex<str> for core::ops::range::Range<usize>>::get_unchecked::precondition_check::h1a6692b7f219a0aa
             42 ┊      0.00% ┊       ⤷ alloc::string::String::len::ha7eb77a8ce09c820
           4830 ┊      0.01% ┊   ⤷ alloc::string::String::into_boxed_str::hc518af877b0b29fc
           4606 ┊      0.01% ┊       ⤷ alloc::vec::Vec<T,A>::into_boxed_slice::h605aeab2e509ce68
            156 ┊      0.00% ┊   ⤷ core::option::Option<T>::unwrap_or::h3c07848d5c276750
          21941 ┊      0.03% ┊ alloc::collections::btree::set::BTreeSet<T,A>::insert::h3787a299f6df630e
          21768 ┊      0.03% ┊   ⤷ alloc::collections::btree::map::BTreeMap<K,V,A>::insert::h0e5a589806e3b5cb
          16678 ┊      0.02% ┊       ⤷ alloc::collections::btree::map::entry::VacantEntry<K,V,A>::insert::h37579df6a24209b2
           4273 ┊      0.01% ┊       ⤷ alloc::collections::btree::map::BTreeMap<K,V,A>::entry::h22904a731cd268d0
            315 ┊      0.00% ┊       ⤷ alloc::collections::btree::node::Handle<alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Mut,K,V,NodeType>,alloc::collections::btree::node::marker::KV>::kv_mut::h4062c46323cc1a5e
          21427 ┊      0.03% ┊ <core::marker::PhantomData<T> as serde_core::de::DeserializeSeed>::deserialize::h72a95d9d7d6ccfba
          21357 ┊      0.03% ┊   ⤷ railgun_rs::caip::_::<impl serde_core::de::Deserialize for railgun_rs::caip::AssetId>::deserialize::h6258ff98bbe128c4
          21255 ┊      0.03% ┊       ⤷ <&mut serde_json::de::Deserializer<R> as serde_core::de::Deserializer>::deserialize_enum::h26840b23ab6f436a
          20671 ┊      0.03% ┊ <railgun_rs::railgun::address::RailgunAddress as core::fmt::Display>::fmt::hf928503781693048
          10496 ┊      0.01% ┊   ⤷ bech32::encode::h74b90c7497d33d2e
          10359 ┊      0.01% ┊       ⤷ bech32::encode_lower::he76e84b2468b0751
           6972 ┊      0.01% ┊   ⤷ hex::decode::h0a35f2b6cb2d257b
           6957 ┊      0.01% ┊       ⤷ <alloc::vec::Vec<u8> as hex::FromHex>::from_hex::h7bd434d36b5c0b06
            986 ┊      0.00% ┊   ⤷ railgun_rs::railgun::address::encode_chain_id::h3129e72a30703ade
            601 ┊      0.00% ┊       ⤷ railgun_rs::railgun::address::encode_evm_chain_id::h2796b54c4afc3732
             71 ┊      0.00% ┊   ⤷ core::fmt::rt::Argument::new_display::h353c0b47978b1f4a
             42 ┊      0.00% ┊   ⤷ alloc::string::String::len::h4e9b0f3416cf0ec9
          19673 ┊      0.02% ┊ tsify::Tsify::from_js::hf6e255ffc5044507
          19357 ┊      0.02% ┊   ⤷ serde_wasm_bindgen::from_value::h37fd7834543222b6
          19277 ┊      0.02% ┊       ⤷ railgun_rs::caip::_::<impl serde_core::de::Deserialize for railgun_rs::caip::AssetId>::deserialize::h78df84628cd7bb10
            226 ┊      0.00% ┊   ⤷ <T as core::convert::Into<U>>::into::h1d36b312444bb5f7
            154 ┊      0.00% ┊       ⤷ <wasm_bindgen::JsValue as core::convert::From<&T>>::from::hb9aff32d7dc2b48b
          19582 ┊      0.02% ┊ core::ptr::drop_in_place<railgun_rs::railgun::transaction::transaction_builder::TransactionBuilder>::ha845bbd6b2f185c0
           9478 ┊      0.01% ┊   ⤷ core::ptr::drop_in_place<alloc::collections::btree::map::BTreeMap<railgun_rs::caip::AssetId,railgun_rs::railgun::transaction::transaction_builder::UnshieldData>>::hdcfa22fab65abd27
           9410 ┊      0.01% ┊       ⤷ <alloc::collections::btree::map::BTreeMap<K,V,A> as core::ops::drop::Drop>::drop::h597b9536022ef11e
           9477 ┊      0.01% ┊   ⤷ core::ptr::drop_in_place<alloc::collections::btree::map::BTreeMap<railgun_rs::crypto::keys::ViewingPublicKey,alloc::sync::Arc<dyn railgun_rs::railgun::signer::Signer>>>::had0f39d0266b76fc
           9409 ┊      0.01% ┊       ⤷ <alloc::collections::btree::map::BTreeMap<K,V,A> as core::ops::drop::Drop>::drop::h2f27d8f109adb149
            521 ┊      0.00% ┊   ⤷ core::ptr::drop_in_place<alloc::vec::Vec<railgun_rs::railgun::transaction::transaction_builder::TransferData>>::h350bfb531efeee9f
            296 ┊      0.00% ┊       ⤷ <alloc::vec::Vec<T,A> as core::ops::drop::Drop>::drop::hb920000fee30ab33
            149 ┊      0.00% ┊       ⤷ core::ptr::drop_in_place<alloc::raw_vec::RawVec<railgun_rs::railgun::transaction::transaction_builder::TransferData>>::ha7be9c91e52afc86
          19129 ┊      0.02% ┊ core::ptr::drop_in_place<railgun_rs::railgun::indexer::indexed_account::IndexedAccount>::h94239e8d8d5ca2e0
          19042 ┊      0.02% ┊   ⤷ core::ptr::drop_in_place<alloc::collections::btree::map::BTreeMap<u32,railgun_rs::railgun::indexer::notebook::Notebook>>::h294582faa674a739
          18974 ┊      0.02% ┊       ⤷ <alloc::collections::btree::map::BTreeMap<K,V,A> as core::ops::drop::Drop>::drop::h7a6e3f5b14417801
          18069 ┊      0.02% ┊ cipher::stream::StreamCipher::apply_keystream::h7c9b01b4a76ebe68
          17883 ┊      0.02% ┊   ⤷ cipher::stream::StreamCipher::try_apply_keystream::h3ef9869aea081b83
          17731 ┊      0.02% ┊       ⤷ <cipher::stream_wrapper::StreamCipherCoreWrapper<T> as cipher::stream::StreamCipher>::try_apply_keystream_inout::h8953b7bf80a25a4c
          17752 ┊      0.02% ┊ crypto::babyjubjub::Point::mul_scalar::ha1703983e96a9341
          12495 ┊      0.02% ┊   ⤷ crypto::babyjubjub::PointProjective::add::h65fe036d3e09c2d0
            140 ┊      0.00% ┊       ⤷ <ark_ff::fields::models::fp::Fp<P,_> as core::ops::arith::Add>::add::h7c229febb065e243
            140 ┊      0.00% ┊       ⤷ <ark_ff::fields::models::fp::Fp<P,_> as core::ops::arith::Sub>::sub::h92f9be1e874996a0
             70 ┊      0.00% ┊       ⤷ crypto::common::fr_from_u64::ha01cf79c77e14164
           2206 ┊      0.00% ┊   ⤷ crypto::babyjubjub::PointProjective::affine::h7560020b04e3788f
            919 ┊      0.00% ┊   ⤷ crypto::babyjubjub::Point::projective::h2889836704525b19
            569 ┊      0.00% ┊   ⤷ num_bigint::bigint::BigInt::bits::h8babd9d4b2483abf
            493 ┊      0.00% ┊       ⤷ num_bigint::biguint::BigUint::bits::hfae85db393bd0d49
            286 ┊      0.00% ┊   ⤷ crypto::common::test_bit::h8a6860a21b2ec2a4
          17229 ┊      0.02% ┊ export "jsrailgunprovider_balance"
          17200 ┊      0.02% ┊   ⤷ jsrailgunprovider_balance
          15395 ┊      0.02% ┊       ⤷ wasm_bindgen::__rt::maybe_catch_unwind::hcb05a6f99d247d46
           1491 ┊      0.00% ┊       ⤷ wasm_bindgen::convert::impls::<impl wasm_bindgen::convert::traits::ReturnWasmAbi for core::result::Result<T,E>>::return_abi::hec9890773ab504ac
          17112 ┊      0.02% ┊ <alloc::vec::Vec<T> as alloc::vec::spec_from_iter_nested::SpecFromIterNested<T,I>>::from_iter{{reify.shim}}::h536199557a68bd08
          17085 ┊      0.02% ┊   ⤷ <alloc::vec::Vec<T> as alloc::vec::spec_from_iter_nested::SpecFromIterNested<T,I>>::from_iter::h3a98303520ada395
          13471 ┊      0.02% ┊       ⤷ <core::iter::adapters::GenericShunt<I,R> as core::iter::traits::iterator::Iterator>::next::h91df7d9bcea169ba
           1078 ┊      0.00% ┊       ⤷ core::ptr::drop_in_place<core::iter::adapters::GenericShunt<core::iter::adapters::map::Map<alloc::vec::into_iter::IntoIter<(railgun_rs::railgun::address::RailgunAddress,railgun_rs::caip::AssetId,u128)>,railgun_rs::railgun::transaction::shield_builder::ShieldBuilder::build<rand::rngs::thread::ThreadRng>::{{closure}}>,core::result::Result<core::convert::Infallible,railgun_rs::railgun::note::encrypt::EncryptError>>>::hd1580fd7c8844456
            865 ┊      0.00% ┊       ⤷ <alloc::vec::Vec<T,A> as alloc::vec::spec_extend::SpecExtend<T,I>>::spec_extend::h3784de50c9135961
            383 ┊      0.00% ┊       ⤷ <core::iter::adapters::GenericShunt<I,R> as core::iter::traits::iterator::Iterator>::size_hint::h5dc442e8c60efee3
            307 ┊      0.00% ┊       ⤷ <alloc::vec::into_iter::IntoIter<T,A> as core::iter::traits::iterator::Iterator>::size_hint::hcb2daf8e4518daff
          14974 ┊      0.02% ┊ alloc::collections::btree::map::BTreeMap<K,V,A>::bulk_build_from_sorted_iter::h922db26bc3177c18
          13687 ┊      0.02% ┊   ⤷ alloc::collections::btree::append::<impl alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Owned,K,V,alloc::collections::btree::node::marker::LeafOrInternal>>::bulk_push::h99dd166eb95081d4
           6436 ┊      0.01% ┊       ⤷ alloc::collections::btree::fix::<impl alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Owned,K,V,alloc::collections::btree::node::marker::LeafOrInternal>>::fix_right_border_of_plentiful::h087098beddcab215
           2972 ┊      0.00% ┊       ⤷ <alloc::collections::btree::dedup_sorted_iter::DedupSortedIter<K,V,I> as core::iter::traits::iterator::Iterator>::next::h6a8ff2ad766f204e
           1435 ┊      0.00% ┊       ⤷ core::ptr::drop_in_place<alloc::collections::btree::dedup_sorted_iter::DedupSortedIter<u32,crypto::merkle_tree::merkle_tree::MerkleTreeState<railgun_rs::railgun::merkle_tree::merkle_tree::RailgunMerkleConfig>,alloc::vec::into_iter::IntoIter<(u32,crypto::merkle_tree::merkle_tree::MerkleTreeState<railgun_rs::railgun::merkle_tree::merkle_tree::RailgunMerkleConfig>)>>>::he86883fc046e4c02
            374 ┊      0.00% ┊       ⤷ alloc::collections::btree::navigate::<impl alloc::collections::btree::node::NodeRef<BorrowType,K,V,alloc::collections::btree::node::marker::LeafOrInternal>>::last_leaf_edge::h39902eee820667cd
            180 ┊      0.00% ┊       ⤷ alloc::collections::btree::node::Handle<alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Mut,K,V,NodeType>,alloc::collections::btree::node::marker::KV>::into_val_mut::h10bc5b53e3e905ff
            126 ┊      0.00% ┊       ⤷ core::ptr::drop_in_place<core::option::Option<core::option::Option<(u32,crypto::merkle_tree::merkle_tree::MerkleTreeState<railgun_rs::railgun::merkle_tree::merkle_tree::RailgunMerkleConfig>)>>>::h5c5188de714ac573
            461 ┊      0.00% ┊   ⤷ <alloc::vec::Vec<T,A> as core::iter::traits::collect::IntoIterator>::into_iter::h4c8a360cc14ab563
            209 ┊      0.00% ┊   ⤷ core::iter::traits::iterator::Iterator::peekable::h65838e0f9f493b81
          14762 ┊      0.02% ┊ curve25519_dalek::backend::serial::u32::field::FieldElement2625::square_inner::heb16b512d4f5d8be
          14561 ┊      0.02% ┊ alloy_primitives::bits::serde::<impl serde_core::de::Deserialize for alloy_primitives::bits::fixed::FixedBytes<_>>::deserialize::h31de7db2f458cc59
           7470 ┊      0.01% ┊   ⤷ <&mut serde_json::de::Deserializer<R> as serde_core::de::Deserializer>::deserialize_any::h6914ce106dd70cd4
            164 ┊      0.00% ┊       ⤷ serde_json::de::ParserNumber::visit::h1263da3a425c8074
            153 ┊      0.00% ┊       ⤷ serde_core::de::Visitor::visit_map::hef57244c441d605a
           4351 ┊      0.01% ┊   ⤷ <&mut serde_json::de::Deserializer<R> as serde_core::de::Deserializer>::deserialize_bytes::he00095071c8e75a4
           2930 ┊      0.00% ┊       ⤷ <&mut serde_json::de::Deserializer<R> as serde_core::de::Deserializer>::deserialize_seq::hde9d54472affdfd2
           2597 ┊      0.00% ┊   ⤷ <alloy_primitives::bits::serde::<impl serde_core::de::Deserialize for alloy_primitives::bits::fixed::FixedBytes<_>>::deserialize::FixedVisitor<_> as serde_core::de::Visitor>::visit_seq::h557539fac3ffb519
            423 ┊      0.00% ┊       ⤷ <alloy_primitives::bits::serde::<impl serde_core::de::Deserialize for alloy_primitives::bits::fixed::FixedBytes<_>>::deserialize::FixedVisitor<_> as serde_core::de::Visitor>::visit_seq::{{closure}}::h8a53ef815c45edde
            292 ┊      0.00% ┊       ⤷ core::option::Option<T>::ok_or_else::hde9e9a306b74752c
          14409 ┊      0.02% ┊ <serde_json::ser::Compound<W,F> as serde_core::ser::SerializeStruct>::serialize_field::h3f3bda05b8b661e0
          14310 ┊      0.02% ┊   ⤷ serde_core::ser::SerializeMap::serialize_entry::h6c6bb3ce57428906
          14110 ┊      0.02% ┊       ⤷ <serde_json::ser::Compound<W,F> as serde_core::ser::SerializeMap>::serialize_value::h91e46ca29448dc0c
          14239 ┊      0.02% ┊ <core::marker::PhantomData<T> as serde_core::de::DeserializeSeed>::deserialize::h742cc368a900057b
          14169 ┊      0.02% ┊   ⤷ serde_core::de::impls::<impl serde_core::de::Deserialize for [T; 32]>::deserialize::he8cc349453fcc15a
          14087 ┊      0.02% ┊       ⤷ <&mut serde_json::de::Deserializer<R> as serde_core::de::Deserializer>::deserialize_tuple::hbb0014a740c1245f
          13027 ┊      0.02% ┊ railgun_rs::caip::_::<impl wasm_bindgen::convert::traits::IntoWasmAbi for railgun_rs::caip::AssetId>::into_abi::hd39ea634887c35cd
          13008 ┊      0.02% ┊   ⤷ railgun_rs::caip::_::<impl wasm_bindgen::convert::traits::IntoWasmAbi for &railgun_rs::caip::AssetId>::into_abi::h42d198276b63d949
          12068 ┊      0.02% ┊       ⤷ tsify::Tsify::into_js::h89993989a430e88e
             72 ┊      0.00% ┊       ⤷ railgun_rs::caip::_::_::<impl wasm_bindgen::convert::traits::IntoWasmAbi for railgun_rs::caip::_::JsType>::into_abi::hcabc7f2800ed518c
             51 ┊      0.00% ┊       ⤷ railgun_rs::caip::_::<impl wasm_bindgen::convert::traits::IntoWasmAbi for &railgun_rs::caip::AssetId>::into_abi::panic_cold_display::h2ec3049f4dc783ba
          12801 ┊      0.02% ┊ rand_core::SeedableRng::try_from_rng::h75c1464c9c2db0f7
           7307 ┊      0.01% ┊   ⤷ <rand_chacha::chacha::ChaCha12Core as rand_core::SeedableRng>::from_seed::hf80a20b744af95af
           2243 ┊      0.00% ┊       ⤷ zerocopy::FromBytes::read_from_bytes::hb2c869b5011f1f00
            645 ┊      0.00% ┊       ⤷ rand_chacha::guts::read_u32le::hd10c72a6cc43aace
            327 ┊      0.00% ┊       ⤷ <core::ops::range::RangeFrom<usize> as core::slice::index::SliceIndex<[T]>>::index::h792936263f28f957
            137 ┊      0.00% ┊       ⤷ core::array::<impl core::ops::index::Index<I> for [T; N]>::index::h32bd68ccb27398cd
             57 ┊      0.00% ┊       ⤷ <T as core::convert::Into<U>>::into::haae111b100c60fc4
             49 ┊      0.00% ┊       ⤷ <ppv_lite86::generic::u32x4_generic as ppv_lite86::types::StoreBytes>::unsafe_read_le::{{closure}}::h7f8874cdcb7c352a
           4131 ┊      0.01% ┊   ⤷ <rand_core::os::OsRng as rand_core::TryRngCore>::try_fill_bytes::had2813b3b2eaf930
           3759 ┊      0.00% ┊       ⤷ getrandom::fill::he853b4a35663f626
            274 ┊      0.00% ┊       ⤷ core::result::Result<T,E>::map_err::hc1dbb0070787cc3e
            360 ┊      0.00% ┊   ⤷ core::array::<impl core::default::Default for [T; 32]>::default::hebf6f7996d382565
            137 ┊      0.00% ┊   ⤷ <core::result::Result<T,E> as core::ops::try_trait::Try>::branch::h854843687cbe7feb
             72 ┊      0.00% ┊   ⤷ <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::convert::Infallible,E>>>::from_residual::h3e9a5d7b841c0dec
             51 ┊      0.00% ┊   ⤷ core::array::<impl core::convert::AsMut<[T]> for [T; N]>::as_mut::h71001fb84e94a6dd
          12433 ┊      0.02% ┊ <core::marker::PhantomData<T> as serde_core::de::DeserializeSeed>::deserialize::hb9cc2ebf143a944f
          12363 ┊      0.02% ┊   ⤷ <alloy_primitives::bits::address::Address as serde_core::de::Deserialize>::deserialize::hcc0528439140f001
          12253 ┊      0.02% ┊       ⤷ alloy_primitives::bits::serde::<impl serde_core::de::Deserialize for alloy_primitives::bits::fixed::FixedBytes<_>>::deserialize::h210778cdd3ca13f1
          11812 ┊      0.02% ┊ export "jsbroadcastermanager_new"
          11784 ┊      0.01% ┊   ⤷ jsbroadcastermanager_new
          10268 ┊      0.01% ┊       ⤷ wasm_bindgen::__rt::maybe_catch_unwind::h4a62d43b3395ff04
           1109 ┊      0.00% ┊       ⤷ <T as wasm_bindgen::convert::traits::ReturnWasmAbi>::return_abi::h04a6c5caf05575bd
          11564 ┊      0.01% ┊ <core::marker::PhantomData<T> as serde_core::de::DeserializeSeed>::deserialize::h11592ee7d7e67214
          11494 ┊      0.01% ┊   ⤷ ruint::support::serde::<impl serde_core::de::Deserialize for ruint::Uint<_,_>>::deserialize::h2aee8aaff2872d0b
           8982 ┊      0.01% ┊       ⤷ <serde_wasm_bindgen::de::Deserializer as serde_core::de::Deserializer>::deserialize_any::h491d77856626b719
           2369 ┊      0.00% ┊       ⤷ <serde_wasm_bindgen::de::Deserializer as serde_core::de::Deserializer>::deserialize_bytes::h39270d5f75732ba1
          11469 ┊      0.01% ┊ num_bigint::biguint::division::div_rem_ref::h3495d1541e28672a
           5759 ┊      0.01% ┊   ⤷ num_bigint::biguint::division::div_rem_core::h8d166a2dd45ab392
           1107 ┊      0.00% ┊       ⤷ num_bigint::biguint::division::sub_mul_digit_same_len::h13e028917e399962
            326 ┊      0.00% ┊       ⤷ alloc::vec::Vec<T,A>::pop::ha16cc6302a432ea8
            280 ┊      0.00% ┊       ⤷ <alloc::vec::Vec<T,A> as core::ops::index::IndexMut<I>>::index_mut::hc05ca0800822be39
            113 ┊      0.00% ┊       ⤷ core::panicking::assert_failed::hf1b65f79a8f91f27
             98 ┊      0.00% ┊       ⤷ <core::cmp::Ordering as core::cmp::PartialEq>::eq::hc17a82bb9c85fe7b
            831 ┊      0.00% ┊   ⤷ num_bigint::biguint::shift::<impl core::ops::bit::Shl<usize> for &num_bigint::biguint::BigUint>::shl::h1f9b1da716ba8b68
            715 ┊      0.00% ┊       ⤷ num_bigint::biguint::shift::biguint_shl::h32b9012ccb9f328f
            821 ┊      0.00% ┊   ⤷ num_bigint::biguint::shift::<impl core::ops::bit::Shr<usize> for num_bigint::biguint::BigUint>::shr::h13464c0e3569d91d
            695 ┊      0.00% ┊       ⤷ num_bigint::biguint::shift::biguint_shr::hf6e309006645fe89
            442 ┊      0.00% ┊   ⤷ <num_bigint::biguint::BigUint as num_traits::identities::One>::one::h8e7ccef3fe42f29c
            153 ┊      0.00% ┊       ⤷ alloc::slice::<impl [T]>::into_vec::h3e38c7de53aafc05
            411 ┊      0.00% ┊   ⤷ alloc::vec::partial_eq::<impl core::cmp::PartialEq<[U; N]> for alloc::vec::Vec<T,A>>::eq::h4587a56601d6c1ca
            232 ┊      0.00% ┊       ⤷ <[A] as core::slice::cmp::SlicePartialEq<B>>::equal::h9dde2152e246d794
            331 ┊      0.00% ┊   ⤷ <usize as num_traits::cast::NumCast>::from::h1d5916e6f34f7a70
            222 ┊      0.00% ┊       ⤷ <u8 as num_traits::cast::ToPrimitive>::to_usize::h9972979e180e5277
            197 ┊      0.00% ┊   ⤷ <usize as num_traits::cast::ToPrimitive>::to_u8::hfd998357b390311f
            180 ┊      0.00% ┊   ⤷ <usize as num_traits::cast::ToPrimitive>::to_usize::h9551563dd18214d5
             93 ┊      0.00% ┊   ⤷ <usize as core::ops::arith::Div>::div::h00c46661c73eebb8
             93 ┊      0.00% ┊   ⤷ <usize as core::ops::arith::Rem>::rem::h00cccb0b57a6a155
             13 ┊      0.00% ┊   ⤷ <usize as num_traits::identities::Zero>::zero::h140258c3549691b3
          11159 ┊      0.01% ┊ <aes::soft::Aes256 as crypto_common::KeyInit>::new::h1ac6018514829938
          10807 ┊      0.01% ┊   ⤷ aes::soft::fixslice::aes256_key_schedule::h101563607eb984b6
           1644 ┊      0.00% ┊       ⤷ aes::soft::fixslice::memshift32::hcdf01efd112accee
            852 ┊      0.00% ┊       ⤷ core::iter::traits::iterator::Iterator::step_by::h4e19a5e49f1ef04b
            773 ┊      0.00% ┊       ⤷ aes::soft::fixslice::xor_columns::hfc89916578ea8a73
            561 ┊      0.00% ┊       ⤷ aes::soft::fixslice::sub_bytes_nots::h65151c664146fdfe
            499 ┊      0.00% ┊       ⤷ <core::iter::adapters::step_by::StepBy<I> as core::iter::traits::iterator::Iterator>::next::ha304871b4e1739cf
            472 ┊      0.00% ┊       ⤷ aes::soft::fixslice::shift_rows_1::h1dc66f5202463ca8
            471 ┊      0.00% ┊       ⤷ aes::soft::fixslice::shift_rows_3::h38fb2ad7bebc62a0
            408 ┊      0.00% ┊       ⤷ core::iter::range::<impl core::iter::traits::iterator::Iterator for core::ops::range::Range<A>>::next::h768cd16af924d644
            316 ┊      0.00% ┊       ⤷ core::array::<impl core::ops::index::Index<I> for [T; N]>::index::h40319e84b8610a8c
            274 ┊      0.00% ┊       ⤷ core::array::<impl core::ops::index::IndexMut<I> for [T; N]>::index_mut::h2293f8cfd4ed9e77
            267 ┊      0.00% ┊       ⤷ core::array::<impl core::ops::index::Index<I> for [T; N]>::index::hc59deb866da0d53d
            262 ┊      0.00% ┊       ⤷ <core::ops::range::Range<usize> as core::slice::index::SliceIndex<[T]>>::index_mut::hb74295cfa39f6697
            165 ┊      0.00% ┊       ⤷ core::array::<impl core::ops::index::IndexMut<I> for [T; N]>::index_mut::hd2e3cb75d6d6bd62
             57 ┊      0.00% ┊       ⤷ <I as core::iter::traits::collect::IntoIterator>::into_iter::h5dc98490098123fd
             54 ┊      0.00% ┊       ⤷ <I as core::iter::traits::collect::IntoIterator>::into_iter::h46d7d7dfab754889
            215 ┊      0.00% ┊   ⤷ generic_array::impls::<impl core::convert::AsRef<[T; 32]> for generic_array::GenericArray<T,typenum::uint::UInt<typenum::uint::UInt<typenum::uint::UInt<typenum::uint::UInt<typenum::uint::UInt<typenum::uint::UInt<typenum::uint::UTerm,typenum::bit::B1>,typenum::bit::B0>,typenum::bit::B0>,typenum::bit::B0>,typenum::bit::B0>,typenum::bit::B0>>>::as_ref::h6c93fb0d3e24ad59
            143 ┊      0.00% ┊       ⤷ generic_array::transmute::h47afd1f14768bfc9
          11010 ┊      0.01% ┊ cipher::stream_core::StreamCipherCore::apply_keystream_partial::h2bd6a972fcd185a3
          10847 ┊      0.01% ┊   ⤷ cipher::stream_core::StreamCipherCore::try_apply_keystream_partial::h8629fd0d96e18f6d
           8147 ┊      0.01% ┊       ⤷ cipher::stream_core::StreamCipherCore::apply_keystream_blocks_inout::h2cfa0447a34c96ff
            497 ┊      0.00% ┊       ⤷ <ctr::ctr_core::CtrCore<C,F> as cipher::stream_core::StreamCipherCore>::remaining_blocks::ha12694dffd680e10
          10908 ┊      0.01% ┊ num_bigint::biguint::convert::<impl num_traits::Num for num_bigint::biguint::BigUint>::from_str_radix::hdcca2e7c185f37b8
           4556 ┊      0.01% ┊   ⤷ num_bigint::biguint::convert::from_radix_digits_be::hfdb5ffc7054cddd7
            756 ┊      0.00% ┊       ⤷ <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::fold::h06da858f4220d7b8
            756 ┊      0.00% ┊       ⤷ <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::fold::hd1432aa96b20567e
            380 ┊      0.00% ┊       ⤷ num_bigint::biguint::convert::get_radix_base::h3536a4fce696f151
            353 ┊      0.00% ┊       ⤷ <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::all::h7cf0594c5b7415dc
           2823 ┊      0.00% ┊   ⤷ num_bigint::biguint::convert::from_inexact_bitwise_digits_le::h0aae0c7003154cc0
            486 ┊      0.00% ┊       ⤷ <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::all::h27464072c61dd24d
            230 ┊      0.00% ┊       ⤷ core::num::<impl u64>::saturating_mul::haa492db6a4cc31c4
             61 ┊      0.00% ┊       ⤷ <T as core::convert::Into<U>>::into::hc5bd33fa27980b7c
            266 ┊      0.00% ┊   ⤷ <core::str::iter::Bytes as core::iter::traits::iterator::Iterator>::next::h071fccf7a4144558
             64 ┊      0.00% ┊   ⤷ core::str::<impl str>::is_empty::hdebfad68a58a1012
             61 ┊      0.00% ┊   ⤷ core::str::<impl str>::bytes::hf0b05010064b507b
             57 ┊      0.00% ┊   ⤷ num_bigint::ParseBigIntError::empty::he6d5ff000a5b3141
             57 ┊      0.00% ┊   ⤷ num_bigint::ParseBigIntError::invalid::h389589e4d84d27fc
             54 ┊      0.00% ┊   ⤷ <I as core::iter::traits::collect::IntoIterator>::into_iter::h7e06c0000da2eaf2
             42 ┊      0.00% ┊   ⤷ core::str::<impl str>::len::h945d3dcfc2c5c34e
          10449 ┊      0.01% ┊ ruint::string::<impl ruint::Uint<_,_>>::from_str_radix::h8d6d61b0916ba3ac
           6807 ┊      0.01% ┊   ⤷ ruint::base_convert::<impl ruint::Uint<_,_>>::from_base_be::he4e1c9a2ec434f1e
           4092 ┊      0.01% ┊       ⤷ <core::iter::adapters::filter_map::FilterMap<I,F> as core::iter::traits::iterator::Iterator>::next::hbba9fbcc225f86c0
            156 ┊      0.00% ┊       ⤷ core::array::<impl core::iter::traits::collect::IntoIterator for &mut [T; N]>::into_iter::hcc37417736abb1b4
             57 ┊      0.00% ┊       ⤷ <I as core::iter::traits::collect::IntoIterator>::into_iter::h0acba5ff5b43878d
            839 ┊      0.00% ┊   ⤷ core::option::Option<T>::map_or::h7ea0e849c491c867
            275 ┊      0.00% ┊       ⤷ core::ops::function::FnOnce::call_once::h86be61ba1937cb4c
            738 ┊      0.00% ┊   ⤷ <core::result::Result<T,E> as core::ops::try_trait::Try>::branch::hb5b8799c2184ebfb
